customer_sk,customer_id,loyalty_tier,home_store_id,email_domain,effective_start_date,effective_end_date,is_current,dbt_loaded_at
270,CUST-000231,silver,STORE-14,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
271,CUST-000231,bronze,STORE-14,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
272,CUST-000232,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
273,CUST-000233,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
274,CUST-000234,platinum,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
275,CUST-000235,silver,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
276,CUST-000236,gold,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
277,CUST-000237,silver,STORE-03,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
278,CUST-000237,bronze,STORE-03,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
279,CUST-000238,silver,STORE-13,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
280,CUST-000238,gold,STORE-13,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
281,CUST-000238,silver,STORE-13,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
282,CUST-000239,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
283,CUST-000240,bronze,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
284,CUST-000241,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
285,CUST-000242,bronze,STORE-01,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
286,CUST-000242,silver,STORE-01,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
287,CUST-000243,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
288,CUST-000244,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
289,CUST-000245,gold,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
290,CUST-000246,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
291,CUST-000247,bronze,STORE-15,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
292,CUST-000247,bronze,STORE-10,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
293,CUST-000248,gold,STORE-03,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
294,CUST-000248,gold,STORE-04,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
295,CUST-000249,bronze,STORE-11,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
296,CUST-000249,bronze,STORE-15,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
297,CUST-000249,bronze,STORE-11,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
298,CUST-000250,silver,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
299,CUST-000251,bronze,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
300,CUST-000252,platinum,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
301,CUST-000253,silver,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
302,CUST-000254,gold,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
303,CUST-000255,bronze,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
304,CUST-000256,bronze,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
305,CUST-000257,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
306,CUST-000258,platinum,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
307,CUST-000259,silver,STORE-05,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
308,CUST-000259,gold,STORE-05,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
309,CUST-000259,silver,STORE-05,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
310,CUST-000260,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
311,CUST-000261,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
312,CUST-000262,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
313,CUST-000263,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
314,CUST-000264,platinum,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
315,CUST-000265,gold,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
316,CUST-000266,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
317,CUST-000267,bronze,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
318,CUST-000268,platinum,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
319,CUST-000269,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
320,CUST-000270,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
321,CUST-000271,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
322,CUST-000272,silver,STORE-12,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
323,CUST-000272,bronze,STORE-12,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
324,CUST-000273,silver,STORE-05,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
325,CUST-000273,bronze,STORE-05,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
326,CUST-000274,gold,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
327,CUST-000275,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
328,CUST-000276,bronze,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
329,CUST-000277,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
330,CUST-000278,silver,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
331,CUST-000279,platinum,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
332,CUST-000280,silver,STORE-13,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
333,CUST-000280,bronze,STORE-13,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
334,CUST-000281,bronze,STORE-01,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
335,CUST-000281,silver,STORE-01,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
336,CUST-000282,silver,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
337,CUST-000283,bronze,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
338,CUST-000284,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
339,CUST-000285,silver,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
340,CUST-000286,silver,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
341,CUST-000287,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
342,CUST-000288,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
343,CUST-000289,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
344,CUST-000290,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
345,CUST-000291,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
346,CUST-000292,silver,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
347,CUST-000293,silver,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
348,CUST-000294,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
349,CUST-000295,bronze,STORE-05,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
350,CUST-000295,bronze,STORE-03,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
351,CUST-000296,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
352,CUST-000297,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
353,CUST-000298,bronze,STORE-09,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
354,CUST-000298,silver,STORE-09,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
355,CUST-000299,gold,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
356,CUST-000300,silver,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
357,CUST-000301,gold,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
358,CUST-000302,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
359,CUST-000303,silver,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
360,CUST-000304,gold,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
361,CUST-000305,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
362,CUST-000306,silver,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
363,CUST-000307,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
364,CUST-000308,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
365,CUST-000309,silver,STORE-12,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
366,CUST-000309,silver,STORE-04,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
367,CUST-000310,gold,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
368,CUST-000311,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
369,CUST-000312,platinum,STORE-11,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
370,CUST-000312,gold,STORE-11,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
371,CUST-000313,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
372,CUST-000314,gold,STORE-03,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
373,CUST-000314,gold,STORE-08,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
374,CUST-000314,platinum,STORE-03,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
375,CUST-000315,bronze,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
376,CUST-000316,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
377,CUST-000317,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
378,CUST-000318,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
379,CUST-000319,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
380,CUST-000320,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
381,CUST-000321,silver,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
382,CUST-000322,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
383,CUST-000323,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
384,CUST-000324,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
385,CUST-000325,gold,STORE-10,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
386,CUST-000325,platinum,STORE-10,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
387,CUST-000326,gold,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
388,CUST-000327,bronze,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
389,CUST-000328,bronze,STORE-06,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
390,CUST-000329,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
391,CUST-000330,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
392,CUST-000331,gold,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
393,CUST-000332,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
394,CUST-000333,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
395,CUST-000334,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
396,CUST-000335,platinum,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
397,CUST-000336,platinum,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
398,CUST-000337,silver,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
399,CUST-000338,platinum,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
400,CUST-000339,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
401,CUST-000340,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
402,CUST-000341,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
403,CUST-000342,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
404,CUST-000343,gold,STORE-01,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
405,CUST-000344,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
406,CUST-000345,silver,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
407,CUST-000346,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
408,CUST-000347,silver,STORE-04,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
409,CUST-000347,gold,STORE-04,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
410,CUST-000347,silver,STORE-04,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
411,CUST-000348,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
412,CUST-000349,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
413,CUST-000350,bronze,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
414,CUST-000351,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
415,CUST-000352,silver,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
416,CUST-000353,gold,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
417,CUST-000354,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
418,CUST-000355,gold,STORE-03,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
419,CUST-000355,gold,STORE-06,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
420,CUST-000356,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
421,CUST-000357,bronze,STORE-07,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
422,CUST-000357,silver,STORE-07,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
423,CUST-000358,silver,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
424,CUST-000359,bronze,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
425,CUST-000360,platinum,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
426,CUST-000361,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
427,CUST-000362,bronze,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
428,CUST-000363,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
429,CUST-000364,silver,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
430,CUST-000365,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
431,CUST-000366,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
432,CUST-000367,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
433,CUST-000368,silver,STORE-15,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
434,CUST-000368,bronze,STORE-15,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
435,CUST-000369,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
436,CUST-000370,silver,STORE-04,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
437,CUST-000370,bronze,STORE-02,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
438,CUST-000370,bronze,STORE-04,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
439,CUST-000371,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
440,CUST-000372,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
441,CUST-000373,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
442,CUST-000374,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
443,CUST-000375,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
444,CUST-000376,gold,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
445,CUST-000377,silver,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
446,CUST-000378,silver,STORE-07,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
447,CUST-000378,bronze,STORE-07,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
448,CUST-000379,silver,STORE-15,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
449,CUST-000379,gold,STORE-15,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
450,CUST-000379,silver,STORE-15,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
451,CUST-000380,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
452,CUST-000381,platinum,STORE-09,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
453,CUST-000381,gold,STORE-09,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
454,CUST-000382,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
455,CUST-000383,silver,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
456,CUST-000384,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
457,CUST-000385,platinum,STORE-03,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
458,CUST-000386,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
459,CUST-000387,bronze,STORE-09,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
460,CUST-000387,bronze,STORE-07,example.com,2026-07-22,2026-07-23,false,2026-07-24 19:30:12.63567+07
461,CUST-000387,bronze,STORE-09,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
462,CUST-000388,bronze,STORE-04,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
463,CUST-000389,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
464,CUST-000390,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
465,CUST-000391,platinum,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
466,CUST-000392,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
467,CUST-000393,bronze,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
468,CUST-000394,silver,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
469,CUST-000395,silver,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
470,CUST-000396,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
471,CUST-000397,silver,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
472,CUST-000398,gold,STORE-01,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
473,CUST-000398,silver,STORE-01,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
474,CUST-000399,gold,STORE-01,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
475,CUST-000399,platinum,STORE-01,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
476,CUST-000400,bronze,STORE-13,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
477,CUST-000401,bronze,STORE-08,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
478,CUST-000402,bronze,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
479,CUST-000403,bronze,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
480,CUST-000404,silver,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
481,CUST-000405,bronze,STORE-06,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
482,CUST-000405,bronze,STORE-08,example.com,2026-07-22,,true,2026-07-24 19:30:12.63567+07
483,CUST-000406,silver,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
484,CUST-000407,silver,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
485,CUST-000408,bronze,STORE-11,example.com,2026-07-20,2026-07-23,false,2026-07-24 19:30:12.63567+07
486,CUST-000408,bronze,STORE-03,example.com,2026-07-24,,true,2026-07-24 19:30:12.63567+07
487,CUST-000409,platinum,STORE-05,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
488,CUST-000410,bronze,STORE-09,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
489,CUST-000411,gold,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
490,CUST-000412,bronze,STORE-14,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
491,CUST-000413,platinum,STORE-11,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
492,CUST-000414,platinum,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
493,CUST-000415,bronze,STORE-10,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
494,CUST-000416,bronze,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
495,CUST-000417,bronze,STORE-12,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
496,CUST-000418,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
497,CUST-000419,gold,STORE-15,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
498,CUST-000420,silver,STORE-07,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
499,CUST-000421,bronze,STORE-02,example.com,2026-07-20,,true,2026-07-24 19:30:12.63567+07
500,CUST-000422,silver,STORE-05,example.com,2026-07-20,2026-07-21,false,2026-07-24 19:30:12.63567+07
